ID,Player_Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots_On_Target,Conversion_percentage,Big_Chances_Missed,Hit_Woodwork,Offsides,Touches,Passes,Successful_Passes,Passes_Percentage,Crosses,Successful_Crosses,Crosses_Percentage,Final_Third_Passes,Successful_Final_Third_Passes,Final_Third_Passes_Percentage,Through_Balls,Carries,Progressive_Carries,Carries_Ended_with_Goal,Carries_Ended_with_Assist,Carries_Ended_with_Shot,Carries_Ended_with_Chance,Possession_Won,Dispossessed,Clean_Sheets,Clearances,Interceptions,Blocks,Tackles,Ground_Duels,Ground_Duels_Won,gDuels_Percentage,Aerial_Duels,Aerial_Duels_Won,Aerial_Duels_Percentage,Goals_Conceded,xG_Threat_Conceded,Own_Goals,Fouls,Yellow_Cards,Red_Cards,Saves,Saves_Percentage,Penalties_Saved,Clearances_Off_Line,Punches,High_Claims,Goals_Prevented,xG,npxG,xAG,Market_Value_In_Millions
530,Kyle Walker-Peters,Southampton,England,RB,33,2922,0,2,20,22,11,0,0,2,2149,853,687,81,75,15,20,457,333,73,7,360,172,2,4,13,13,104,39,2,75,9,0,44,251,115,46,30,6,20,0,0,0,28,5,0,0,0,0,1,0,0,0,0,0,0,15.000
492,Charlie Taylor,Southampton,England,LB,8,353,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2.200
144,Flynn Downes,Southampton,England,DM,27,2154,1,0,10,5,14,1,0,0,1414,1628,1477,91,9,0,0,352,281,80,1,307,191,0,0,0,2,63,17,3,50,16,29,49,71,46,65,93,55,59,0,0,0,50,12,0,0,0,0,0,0,0,0,1.5,1.5,1.3,13.000
291,Adam Lallana,Southampton,England,AM,14,356,0,2,3,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,1.7,1.7,1,0.750
21,Samuel Amo Ameyaw,Southampton,England,RW,2,26,0,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0.1,0,4.000
131,Tyler Dibling,Southampton,England,RW,33,1874,2,0,28,3,0,2,2,2,1004,1025,754,74,105,19,18,306,204,67,0,260,158,0,2,5,8,168,55,0,16,19,12,34,222,132,60,41,20,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0.2,0.2,1.1,25.000
429,Jay Robinson,Southampton,England,LW,4,135,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000
154,Samuel Edozie,Southampton,England,LW,2,64,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.9,4.9,0.2,6.000
29,Cameron Archer,Southampton,England,ST,35,1432,2,0,29,3,0,10,3,8,451,770,626,81,0,0,0,137,68,50,1,131,61,0,0,0,0,44,26,0,9,14,14,13,29,21,72,66,44,67,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0.1,12.000
36,Brandon Austin,Tottenham Hotspur,England,GK,1,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0.1,0.1,0,0.600
180,Fraser Forster,Tottenham Hotspur,England,GK,7,630,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0.5,0.5,0.4,1.000
141,Alfie Dorrington,Tottenham Hotspur,England,CB,1,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700
475,Djed Spence,Tottenham Hotspur,England,LB,25,1790,1,2,10,20,6,0,0,2,1525,282,179,64,6,1,17,155,86,56,0,100,52,0,0,8,1,35,32,2,56,7,2,47,113,41,36,170,86,51,0,0,1,21,2,1,0,0,0,1,0,0,0,1.2,1.2,1.4,20.000
204,Archie Gray,Tottenham Hotspur,England,CM,28,1743,0,0,1,3,17,0,0,0,1329,737,542,74,56,15,27,276,167,61,3,144,94,0,1,1,5,75,11,2,47,25,4,16,147,86,59,22,11,50,0,0,1,17,1,0,0,0,0,1,0,0,0,2.9,2.9,1.2,38.000
312,James Maddison,Tottenham Hotspur,England,AM,31,1816,9,7,39,4,7,5,1,4,1583,1277,1042,82,1,0,0,263,133,51,2,235,128,0,1,0,4,98,25,0,17,41,41,31,153,96,63,138,103,75,0,0,0,32,6,0,0,0,0,0,0,0,0,2.1,2.1,2,42.000
353,Mikey Moore,Tottenham Hotspur,England,LW,10,361,0,1,3,0,0,0,0,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0.5,0,18.000
448,Dane Scarlett,Tottenham Hotspur,England,ST,3,31,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,6,7.6,2.000
469,Dominic Solanke,Tottenham Hotspur,England,ST,27,2206,9,3,60,23,9,12,0,5,750,1243,1066,86,24,6,25,475,385,81,5,274,163,2,2,11,19,133,51,2,23,9,5,18,194,83,43,42,19,45,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0.7,40.000
293,Will Lankshear,Tottenham Hotspur,England,ST,3,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.9,1.9,3.6,3.000
85,Kaelan Casey,West Ham United,England,CB,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,1.000
277,Max Kilman,West Ham United,England,CB,38,3349,0,1,13,4,30,4,0,2,2424,372,312,84,1,0,0,50,23,46,0,49,12,0,0,0,0,26,4,6,210,16,10,39,30,12,40,46,26,57,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,25.000
532,Aaron Wan-Bissaka,West Ham United,England,RB,36,3154,2,5,16,5,13,1,0,5,2388,1503,1244,83,76,16,21,499,382,77,5,413,251,1,1,4,12,174,22,5,111,66,11,70,259,160,62,56,23,41,0,0,1,25,1,0,0,0,0,0,0,0,0,11.2,9.6,3,24.000
109,Aaron Cresswell,West Ham United,England,LB,18,823,0,0,5,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0.9,0.9,4.1,0.500
447,Oliver Scarles,West Ham United,England,LB,15,662,0,0,3,0,0,0,0,1,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,0,0,21,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0.2,8.000
535,James Ward-Prowse,West Ham United,England,CM,24,1440,1,2,15,26,16,2,0,0,1088,371,257,69,11,1,9,137,80,58,1,105,57,1,0,14,6,39,9,4,19,5,4,24,108,52,48,107,51,48,0,0,0,17,2,1,0,0,0,0,0,0,0,0.6,0.6,1.2,8.000
393,Lewis Orford,West Ham United,England,CM,2,47,0,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.400
62,Jarrod Bowen,West Ham United,England,RW,34,2979,0,8,87,0,0,8,1,10,1411,1071,946,88,3,0,0,101,60,59,0,232,112,0,0,0,1,79,77,5,21,26,13,41,106,62,59,54,28,52,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0.1,40.000
242,Danny Ings,West Ham United,England,ST,15,270,1,2,14,0,0,2,1,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000
51,Daniel Bentley,Wolverhampton Wanderers,England,GK,2,180,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0.3,0.3,0,1.500
260,Sam Johnstone,Wolverhampton Wanderers,England,GK,7,630,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,8,0,0.2,0.2,1.7,6.000
411,Alfie Pond,Wolverhampton Wanderers,England,CB,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,2.1,0.250
121,Craig Dawson,Wolverhampton Wanderers,England,CB,15,969,0,0,5,8,6,0,0,2,679,1211,1086,90,3,1,33,184,145,79,4,340,205,0,0,0,0,90,0,1,51,21,3,15,77,47,61,69,42,61,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1.500
145,Tommy Doyle,Wolverhampton Wanderers,England,CM,24,475,0,1,9,0,0,1,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,11,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0.4,0.4,0.7,10.000
320,Mateus Mane,Wolverhampton Wanderers,England,AM,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5.8,4.2,0.200
439,William Saliba,Arsenal,France,CB,35,3041,2,0,6,1,8,2,0,1,2883,1550,1370,88,5,0,0,176,101,57,2,331,186,0,0,0,0,90,8,12,118,26,34,62,108,56,52,84,47,56,0,0,0,28,2,1,0,0,0,0,0,0,0,0.7,0.7,4.2,80.000
134,Axel Disasi,Aston Villa,France,CB,13,853,1,0,4,0,0,0,0,2,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,28,0,0,15,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,12,12,5,22.000
132,Lucas Digne,Aston Villa,France,LB,32,2358,0,4,13,6,10,1,0,7,1586,1407,1109,79,23,5,22,508,327,64,18,235,100,0,0,2,8,149,16,4,84,18,4,65,301,149,50,106,48,45,0,0,0,21,4,0,0,0,0,0,0,0,0,4.7,4.7,4.9,10.000
268,Boubacar Kamara,Aston Villa,France,DM,26,1725,1,0,10,0,0,1,0,0,1184,1218,1066,88,10,4,40,230,180,78,3,273,129,0,0,3,2,140,17,6,47,27,10,50,158,86,54,33,22,67,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,40.000
435,Georginio Rutter,Brighton,France,ST,28,1666,5,3,50,8,7,5,1,7,739,310,240,77,21,6,29,148,112,76,1,128,73,1,3,7,8,36,37,0,12,5,0,39,100,41,41,19,6,32,0,0,0,34,2,0,0,0,0,0,0,0,0,3.5,3.5,6.6,32.000
40,Benoit Badiashile,Chelsea,France,CB,5,333,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,2.3,22.000
178,Wesley Fofana,Chelsea,France,CB,14,1176,0,0,3,8,0,0,0,0,966,1003,826,82,30,5,17,225,151,67,4,201,95,0,1,1,5,127,5,1,52,31,17,13,235,116,49,121,61,50,0,0,0,24,7,0,0,0,0,0,0,0,0,2.2,2.2,1,25.000
215,Malo Gusto,Chelsea,France,RB,32,1858,0,0,22,2,0,2,0,2,1656,1722,1620,94,11,3,27,522,476,91,4,460,271,0,0,0,2,103,17,4,40,9,7,45,55,29,53,66,31,47,0,0,0,20,4,0,0,0,0,0,0,0,0,1.2,1.2,2.1,35.000
22,Mathis Amougou,Chelsea,France,CM,1,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,10.000
375,Christopher Nkunku,Chelsea,France,ST,27,911,3,0,25,23,18,6,0,3,486,547,458,84,74,11,15,315,250,79,3,320,124,2,1,18,20,77,17,0,9,12,3,12,167,90,54,43,17,40,0,0,0,16,2,0,0,0,0,0,0,0,0,0.5,0.5,2.6,35.000
290,Maxence Lacroix,Crystal Palace,France,CB,35,3118,1,1,30,3,0,3,1,1,1991,1948,1696,87,4,0,0,235,163,69,0,378,212,0,0,0,3,146,6,11,203,38,40,68,100,68,68,169,113,67,0,0,0,34,5,0,0,0,0,1,0,0,0,10.3,5.6,4.8,25.000
329,Jean-Philippe Mateta,Crystal Palace,France,ST,37,2654,14,2,70,5,9,18,2,21,835,551,459,83,38,11,29,183,132,72,5,207,115,0,2,3,5,62,45,4,22,10,3,18,196,100,51,29,10,35,0,0,0,27,2,0,0,0,0,0,0,0,0,1.1,1.1,0.6,30.000
133,Issa Diop,Fulham,France,CB,21,1335,0,0,5,2,0,1,0,0,911,370,292,79,8,1,13,160,122,76,1,173,84,0,1,6,16,75,2,1,70,7,0,26,150,80,53,25,7,28,0,0,1,10,2,0,0,0,0,0,0,0,0,1.5,1.5,0.3,14.000
108,Woyo Coulibaly,Leicester City,France,RB,4,107,0,0,2,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1.9,1.9,1.1,2.000
474,Boubakary Soumare,Leicester City,France,DM,31,2170,0,0,7,20,20,0,1,0,1523,571,433,76,53,6,11,287,207,72,0,196,120,1,1,9,8,63,22,1,33,4,3,37,165,84,51,27,7,26,0,0,0,24,8,0,0,0,0,0,0,0,0,0,0,0,12.000
153,Odsonne Edouard,Leicester City,France,ST,6,142,0,0,5,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.5,8.000
283,Ibrahima Konate,Liverpool,France,CB,31,2565,1,2,19,5,0,2,0,0,2221,1401,1220,87,7,4,57,400,306,77,2,280,124,0,1,5,5,194,0,11,125,48,9,40,349,196,56,40,25,63,0,0,0,27,5,0,0,0,0,1,0,0,0,1.3,1.3,4.6,60.000
557,Leny Yoro,Manchester United,France,CB,21,1162,0,0,5,6,4,2,0,1,905,352,273,78,25,2,8,192,138,72,5,185,109,0,0,17,6,59,4,1,43,3,0,0,116,47,41,15,6,40,0,0,0,9,5,0,0,0,0,0,0,0,0,0.3,0.3,0.5,55.000
269,Joachim Kayi Sanda,Southampton,France,CB,2,12,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.3,1.1,1.500
517,Lesley Ugochukwu,Southampton,France,DM,26,1664,1,0,10,4,12,2,0,0,931,2595,2328,90,13,3,23,306,211,69,3,486,266,0,0,0,5,121,13,0,23,33,24,50,137,73,53,139,83,60,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.7,18.000
385,Wilson Odobert,Tottenham Hotspur,France,LW,16,849,1,0,13,0,0,3,0,1,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20.000
494,Mathys Tel,Tottenham Hotspur,France,ST,13,913,2,0,23,4,11,1,0,1,453,647,559,86,13,3,23,179,144,81,0,149,67,0,0,0,3,68,15,1,8,17,2,16,127,73,58,59,34,58,0,0,0,14,2,0,0,0,0,0,0,0,0,10.3,10.3,3,35.000
30,Alphonse Areola,West Ham United,France,GK,26,2259,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,2,0,0,0,0,0,0,41,36,1,0,0,0,82,67,0,0,0,15,-2.2,0,0,0.1,9.000
501,Jean-Clair Todibo,West Ham United,France,CB,27,1831,0,0,5,33,20,0,0,0,1347,420,286,68,26,5,19,199,121,61,7,152,93,3,1,16,9,68,11,1,82,2,4,47,172,65,38,171,64,37,0,0,0,16,3,0,0,0,0,0,0,0,0,1.3,1.3,2.9,25.000
49,Jean-Ricner Bellegarde,Wolverhampton Wanderers,France,CM,35,1681,2,7,22,8,0,2,0,1,924,1055,821,78,12,5,42,271,169,62,9,155,65,0,0,2,0,154,29,0,17,42,18,39,147,77,52,86,45,52,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,18.000
295,Mario Lemina,Wolverhampton Wanderers,Gabon,DM,17,1363,1,3,18,7,9,1,0,4,854,201,148,74,10,3,30,65,38,59,1,42,23,0,0,5,0,35,11,1,49,6,1,51,82,37,45,53,29,55,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0.1,7.500
348,Yankuba Minteh,Brighton,Gambia,RW,32,1841,6,4,34,8,7,8,1,6,932,900,769,85,22,6,27,256,178,70,10,236,111,1,0,3,3,118,28,1,28,20,6,48,206,103,50,37,16,43,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,30.000
223,Kai Havertz,Arsenal,Germany,ST,23,1874,9,3,53,2,0,15,0,14,837,528,428,81,6,2,33,150,105,70,1,116,34,0,0,0,0,68,23,7,32,19,6,16,127,59,47,30,8,27,0,0,0,38,5,0,0,0,0,0,0,0,0,1.7,1.7,1.4,65.000
249,Vitaly Janelt,Brentford,Germany,DM,32,2266,1,3,14,2,0,0,0,0,1323,473,389,82,28,9,32,125,94,75,0,113,63,0,0,1,3,39,10,1,48,8,11,38,91,43,47,40,23,58,0,0,2,24,3,0,0,0,0,0,0,0,0,0,0,0.2,20.000
449,Kevin Schade,Brentford,Germany,LW,38,2301,0,2,55,0,0,9,3,13,979,1038,886,85,25,3,12,363,284,78,3,130,78,0,0,0,1,68,36,2,0,12,3,39,94,53,56,38,22,58,0,0,0,21,3,0,0,0,0,0,0,0,0,25.2,18.2,14.2,30.000
207,Brajan Gruda,Brighton,Germany,AM,21,681,1,4,11,0,0,0,0,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.9,0.9,0.7,25.000
296,Bernd Leno,Fulham,Germany,GK,38,3420,0,1,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,2,0,0,0,0,0,0,54,49,0,0,5,0,110,67,1,0,21,23,-2.7,6.9,6.9,3.1,10.000
394,Stefan Ortega,Manchester City,Germany,GK,13,1099,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,18,17,0,1,1,0,33,65,0,0,3,6,1.2,1.6,1.6,1,8.000
214,Ilkay Gundogan,Manchester City,Germany,CM,33,2227,1,0,27,1,0,6,2,1,1963,1701,1403,83,6,0,0,321,195,61,6,590,321,0,0,0,7,157,25,3,22,41,20,25,105,65,62,121,77,64,0,0,0,15,1,0,0,0,0,0,0,0,0,1.3,1.3,0.3,5.000
462,Eric da Silva Moreira,Nottingham Forest,Germany,RB,2,28,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1.000
48,Armel Bella Kotchap,Southampton,Germany,CB,4,329,0,0,1,0,0,1,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0.1,9.000
540,Timo Werner,Tottenham Hotspur,Germany,ST,18,508,0,3,8,0,0,2,0,5,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,7.000
184,Niclas Fullkrug,West Ham United,Germany,ST,18,788,3,2,16,0,0,0,2,10,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,4,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0.5,10.000
402,Thomas Partey,Arsenal,Ghana,DM,35,2799,4,0,26,3,0,3,0,1,2289,786,652,83,37,4,11,184,145,79,0,132,75,0,0,0,2,57,17,7,44,22,6,89,99,56,57,71,35,49,0,0,0,45,4,0,0,0,0,0,0,0,0,0,0,0,14.000
455,Antoine Semenyo,Bournemouth,Ghana,RW,37,3209,0,5,125,2,0,12,5,15,1849,1628,1318,81,170,42,25,539,394,73,1,445,294,0,3,3,17,157,77,6,34,62,8,55,286,151,53,78,52,67,0,0,0,73,9,0,0,0,0,0,0,0,0,0,0,0,40.000
292,Tariq Lamptey,Brighton,Ghana,RB,15,860,2,2,6,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,21,0,0,17,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1.3,1.3,0.4,11.000
451,Jeffrey Schlupp,Crystal Palace,Ghana,LW,12,95,0,0,4,0,0,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,3.000
39,Jordan Ayew,Crystal Palace,Ghana,ST,31,1664,5,0,33,1,0,4,0,7,937,774,638,82,24,8,33,221,164,74,2,203,102,0,0,1,3,68,41,0,18,19,7,0,144,90,63,41,22,54,0,0,0,31,6,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.500
170,Abdul Fatawu Issahaku,Leicester City,Ghana,RW,11,577,0,2,13,0,0,1,1,2,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,21,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1.2,1.2,2.1,11.000
485,Kamaldeen Sulemana,Southampton,Ghana,LW,26,1406,1,0,29,27,18,2,2,3,661,890,719,81,75,11,15,453,345,76,9,447,276,2,2,15,18,99,25,0,7,14,3,22,284,120,42,54,27,50,0,0,0,22,2,0,0,0,0,0,0,0,0,0.3,0.3,0.4,13.000
288,Mohammed Kudus,West Ham United,Ghana,RW,32,2601,5,3,75,3,5,7,6,18,1508,2153,1941,90,10,4,40,605,494,82,12,488,214,0,0,5,8,229,93,2,8,49,10,38,345,200,58,56,36,64,0,0,0,39,2,1,0,0,0,0,0,0,0,0,0,0.1,45.000
513,Kostas Tsimikas,Liverpool,Greece,LB,18,833,0,0,4,0,0,1,0,1,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,17,0,0,31,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,18.000
331,Konstantinos Mavropanos,West Ham United,Greece,CB,33,2037,0,0,18,3,0,3,0,3,1575,558,434,78,14,4,29,179,110,62,0,134,82,0,0,0,0,42,0,2,123,12,4,35,83,38,46,51,28,55,0,0,0,17,4,1,0,0,0,0,0,0,0,0.1,0.1,0.3,17.000
55,Beto,Everton,Guinea-Bissau,ST,30,1528,8,0,49,7,7,12,2,16,601,955,767,80,48,9,19,345,251,73,11,313,156,1,1,11,10,92,37,1,24,6,4,14,203,97,48,43,19,44,0,0,0,33,2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,22.000
274,Milos Kerkez,Bournemouth,Hungary,LB,38,3342,2,5,19,61,22,0,1,3,2264,1155,853,74,78,17,22,695,471,68,19,482,264,4,9,35,35,101,22,9,99,9,0,52,289,118,41,23,9,39,0,0,0,0,4,0,0,0,0,1,0,0,0,0.4,0.4,0.2,45.000
488,Dominik Szoboszlai,Liverpool,Hungary,AM,36,2496,6,6,67,10,16,8,1,4,1661,505,417,83,46,11,24,226,168,74,8,205,98,2,1,9,10,76,23,8,14,6,0,38,126,55,44,20,3,15,0,0,0,44,6,0,0,0,0,0,0,0,0,0,0,0,80.000
519,Hakon Valdimarsson,Brentford,Iceland,GK,2,144,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2.500
219,Ali Al Hamadi,Ipswich Town,Iraq,ST,11,125,0,0,4,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,2.500
509,Mark Travers,Bournemouth,Ireland,GK,5,450,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,1,0,3.3,2.5,7,4.000
102,Nathan Collins,Brentford,Ireland,CB,38,3420,2,3,17,7,3,4,0,6,2496,850,692,81,53,12,23,299,230,77,1,263,156,0,2,12,8,110,8,8,220,31,10,40,246,151,61,70,40,57,0,0,0,29,5,0,0,0,0,0,0,0,0,1.2,1.2,2.3,28.000
87,Eiran Cashin,Brighton,Ireland,CB,2,19,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,2.3,8.000
381,Jake O'Brien,Everton,Ireland,RB,20,1569,2,0,6,1,33,1,0,3,916,729,670,92,2,0,0,141,114,81,3,136,66,0,0,1,0,31,5,5,89,6,8,26,47,29,62,24,11,46,0,0,0,13,5,0,0,0,0,1,0,0,0,0,0,0,18.000
101,Seamus Coleman,Everton,Ireland,RB,5,215,0,0,1,0,0,1,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.500
